"state","county","Obama","Romney","winner","total","margin","turnout"
"IL","Lake",53.4,45.3,"Obama",280161,8.1,1.3
"IL","LaSalle",48.8,49.2,"Romney",46230,0.400000000000006,2
"IL","Lawrence",33.6,64.4,"Romney",5863,30.8,2
"IL","Lee",45.4,52.7,"Romney",14978,7.3,1.9
"IL","Livingston",33.4,64.9,"Romney",14759,31.5,1.69999999999999
"IL","Logan",33,65.1,"Romney",11809,32.1,1.90000000000001
"IL","McDonough",47.9,49.4,"Romney",12099,1.5,2.7
"IL","McHenry",44.7,53.5,"Romney",131179,8.8,1.8
"IL","McLean",43.4,54.5,"Romney",71228,11.1,2.1
"IL","Macon",46.5,51.8,"Romney",47937,5.3,1.7
"IL","Macoupin",45.1,52.1,"Romney",20349,7,2.8
"IL","Madison",48.1,49.5,"Romney",119294,1.4,2.4
"IL","Marion",39.5,58.7,"Romney",15439,19.2,1.8
"IL","Marshall",42,56.3,"Romney",5739,14.3,1.7
"IL","Mason",45.7,52.1,"Romney",6132,6.4,2.2
"IL","Massac",32.2,65.9,"Romney",6370,33.7,1.89999999999999
"IL","Menard",34.1,64.2,"Romney",6039,30.1,1.7
"IL","Mercer",52.8,45.4,"Obama",8377,7.4,1.8
"IL","Monroe",35.6,62.5,"Romney",17084,26.9,1.90000000000001
"IL","Montgomery",41.7,55.9,"Romney",11824,14.2,2.4
"IL","Morgan",41.2,56.6,"Romney",13754,15.4,2.2
"IL","Moultrie",35.4,62.5,"Romney",5923,27.1,2.09999999999999
"IL","Ogle",40.7,57.4,"Romney",22913,16.7,1.9
"IL","Peoria",51.3,46.9,"Obama",76667,4.4,1.8
"IL","Perry",40,57.7,"Romney",9310,17.7,2.3
"IL","Piatt",35.4,62.2,"Romney",8493,26.8,2.39999999999999
"IL","Pike",31.3,66.7,"Romney",7129,35.4,2
"IL","Pope",29.2,68.1,"Romney",2160,38.9,2.7
"IL","Pulaski",46.3,52,"Romney",2951,5.7,1.7
"IL","Putnam",49.7,47.9,"Obama",3058,1.8,2.4
"IL","Randolph",40,57.6,"Romney",14037,17.6,2.4
"IL","Richland",32.4,65.3,"Romney",7110,32.9,2.3
"IL","Rock Island",60.2,38.4,"Obama",63969,21.8,1.4
"IL","St. Clair",56.4,41.9,"Obama",116359,14.5,1.7
"IL","Saline",34.5,63.5,"Romney",10500,29,2
"IL","Sangamon",44.6,53.3,"Romney",92092,8.7,2.1
"IL","Schuyler",44.5,53.1,"Romney",3788,8.6,2.4
"IL","Scott",35.6,62.1,"Romney",2496,26.5,2.3
"IL","Shelby",32.1,65.8,"Romney",10173,33.7,2.10000000000001
"IL","Stark",41.1,57.4,"Romney",2622,16.3,1.5
"IL","Stephenson",46.7,51.3,"Romney",16696,4.59999999999999,2
"IL","Tazewell",40,57.9,"Romney",59651,17.9,2.1
"IL","Union",37.9,59.8,"Romney",8086,21.9,2.3
"IL","Vermilion",41.2,56.9,"Romney",25661,15.7,1.9
"IL","Wabash",31,67.7,"Romney",5061,36.7,1.3
"IL","Warren",52.1,46.3,"Obama",7353,5.8,1.6
"IL","Washington",33.1,64.7,"Romney",7235,31.6,2.2
"IL","Wayne",19.7,78,"Romney",7498,58.3,2.3
"IL","White",31,67,"Romney",6916,36,2
"IL","Whiteside",57.7,40.4,"Obama",21069,17.3,1.9
"IL","Will",51.1,47.4,"Obama",245888,3.7,1.5
"IL","Williamson",36.5,61.5,"Romney",28502,25,2
"IL","Winnebago",52,46.3,"Obama",114056,5.7,1.7
"IL","Woodford",29.5,68.7,"Romney",18511,39.2,1.8
"IN","Adams",29.2,68.7,"Romney",12736,39.5,2.09999999999999
"IN","Allen",40.9,57.6,"Romney",144212,16.7,1.5
"IN","Bartholomew",36.2,61.7,"Romney",28705,25.5,2.09999999999999
"IN","Benton",32.4,65.1,"Romney",3488,32.7,2.5
"IN","Blackford",40.7,57.2,"Romney",4637,16.5,2.09999999999999
"IN","Boone",30,67.8,"Romney",27133,37.8,2.2
"IN","Brown",40.3,57,"Romney",7386,16.7,2.7
"IN","Carroll",33.8,64.1,"Romney",7624,30.3,2.10000000000001
"IN","Cass",38,59.6,"Romney",13797,21.6,2.4
"IN","Clark",44.1,54,"Romney",46197,9.9,1.9
"IN","Clay",33.2,64.7,"Romney",10695,31.5,2.09999999999999
"IN","Clinton",33.5,64.2,"Romney",9645,30.7,2.3
"IN","Crawford",44.5,52.7,"Romney",4458,8.2,2.8
"IN","Daviess",23.8,74.5,"Romney",10075,50.7,1.7
"IN","Dearborn",29.2,68.9,"Romney",21918,39.7,1.89999999999999
"IN","Decatur",28.5,69.1,"Romney",10060,40.6,2.40000000000001
"IN","DeKalb",33.2,64.9,"Romney",16005,31.7,1.89999999999999
"IN","Delaware",50.4,47.3,"Obama",43861,3.1,2.3
"IN","Dubois",35.2,62.9,"Romney",18176,27.7,1.9
"IN","Elkhart",36,62.5,"Romney",66724,26.5,1.5
"IN","Fayette",40.3,57.2,"Romney",8597,16.9,2.5
"IN","Floyd",42,56.3,"Romney",34673,14.3,1.7
"IN","Fountain",31.4,65.6,"Romney",6893,34.2,3
"IN","Franklin",27.6,70.3,"Romney",10328,42.7,2.10000000000001
"IN","Fulton",32.3,65.5,"Romney",7936,33.2,2.2
"IN","Gibson",33.5,64.5,"Romney",14415,31,2
"IN","Grant",38,60,"Romney",24737,22,2
"IN","Greene",33.1,64.6,"Romney",12797,31.5,2.30000000000001
"IN","Hamilton",32,66.3,"Romney",134534,34.3,1.7
"IN","Hancock",28.4,69.4,"Romney",32053,41,2.19999999999999
"IN","Harrison",37.4,60.2,"Romney",17229,22.8,2.4
"IN","Hendricks",31.7,66.5,"Romney",65408,34.8,1.8
"IN","Henry",40.1,57,"Romney",18449,16.9,2.9
"IN","Howard",41.7,56,"Romney",35381,14.3,2.3
"IN","Huntington",29.2,69,"Romney",15458,39.8,1.8
"IN","Jackson",34.9,62.4,"Romney",16257,27.5,2.7
"IN","Jasper",36.2,61.7,"Romney",12627,25.5,2.09999999999999
"IN","Jay",38.8,58.8,"Romney",7706,20,2.40000000000001
"IN","Jefferson",43.7,54.1,"Romney",12824,10.4,2.2
"IN","Jennings",37.3,59.7,"Romney",9930,22.4,3
"IN","Johnson",29.8,68.2,"Romney",56216,38.4,2
"IN","Knox",34.5,63.5,"Romney",14840,29,2
"IN","Kosciusko",22.8,75.1,"Romney",29415,52.3,2.10000000000001
"IN","LaGrange",31.1,66.9,"Romney",9124,35.8,2
"IN","Lake",64.9,33.9,"Obama",199221,31,1.2
"IN","LaPorte",55.2,42.6,"Obama",42713,12.6,2.2
"IN","Lawrence",32.4,65.2,"Romney",17401,32.8,2.39999999999999
"IN","Madison",46.6,51.1,"Romney",51159,4.5,2.3
"IN","Marion",60.2,38.1,"Obama",351605,22.1,1.7
"IN","Marshall",34.6,63.4,"Romney",17396,28.8,2.00000000000001
"IN","Martin",28.5,68.8,"Romney",4613,40.3,2.7
"IN","Miami",33.1,64,"Romney",12383,30.9,2.90000000000001
"IN","Monroe",56.9,40.4,"Obama",39139,16.5,2.7
"IN","Montgomery",29.6,68.1,"Romney",14012,38.5,2.30000000000001
"IN","Morgan",28.2,69.3,"Romney",27560,41.1,2.5
"IN","Newton",39.1,58.2,"Romney",5503,19.1,2.7
"IN","Noble",32.2,65.7,"Romney",15909,33.5,2.09999999999999
"IN","Ohio",35.3,62.5,"Romney",2749,27.2,2.2
"IN","Orange",37.9,59.5,"Romney",7554,21.6,2.6
"IN","Owen",34.8,62.4,"Romney",7885,27.6,2.8
"IN","Parke",32.4,65,"Romney",6334,32.6,2.59999999999999
"IN","Perry",54.8,43.3,"Obama",7717,11.5,1.90000000000001
"IN","Pike",35.9,61.2,"Romney",5752,25.3,2.89999999999999
"IN","Porter",51,47.2,"Obama",71147,3.8,1.8
"IN","Posey",37.1,60.8,"Romney",11958,23.7,2.1
"IN","Pulaski",35.2,62.3,"Romney",5265,27.1,2.5
"IN","Putnam",32.6,65.2,"Romney",13508,32.6,2.2
"IN","Randolph",37,61,"Romney",9986,24,2
"IN","Ripley",29.5,68.1,"Romney",10725,38.6,2.40000000000001
"IN","Rush",31.6,65.9,"Romney",6854,34.3,2.5
"IN","St. Joseph",51,47.5,"Obama",109033,3.5,1.5
"IN","Scott",45.9,52.1,"Romney",8537,6.2,2
"IN","Shelby",32,65.5,"Romney",16329,33.5,2.5
"IN","Spencer",41.4,56.7,"Romney",9541,15.3,1.9
"IN","Starke",43.5,54.1,"Romney",8547,10.6,2.4
"IN","Steuben",35.4,62.5,"Romney",13388,27.1,2.09999999999999
"IN","Sullivan",38.5,59.1,"Romney",8093,20.6,2.4
"IN","Switzerland",42.3,55.1,"Romney",3309,12.8,2.6
"IN","Tippecanoe",47,50.6,"Romney",55350,3.6,2.4
"IN","Tipton",33,64.8,"Romney",7205,31.8,2.2
"IN","Union",32.8,65.2,"Romney",3040,32.4,2
"IN","Vanderburgh",43.7,54.6,"Romney",71163,10.9,1.7
"IN","Vermillion",45.3,52.1,"Romney",6405,6.8,2.6
"IN","Vigo",49.5,48.6,"Obama",39075,0.899999999999999,1.9
"IN","Wabash",30.9,67.1,"Romney",12457,36.2,2
"IN","Warren",34.9,62.6,"Romney",3701,27.7,2.49999999999999
"IN","Warrick",35.7,62.3,"Romney",24141,26.6,2
"IN","Washington",36.4,60.9,"Romney",10441,24.5,2.7
"IN","Wayne",41.6,56.3,"Romney",24912,14.7,2.1
"IN","Wells",26.6,71.6,"Romney",12689,45,1.80000000000001
"IN","White",36.7,60.3,"Romney",9605,23.6,3
"IN","Whitley",29.5,68.4,"Romney",14677,38.9,2.09999999999999
"KS","Allen",35.3,62.5,"Romney",5103,27.2,2.2
"KS","Anderson",28.6,68.6,"Romney",3183,40,2.80000000000001
"KS","Atchison",38.3,59,"Romney",6322,20.7,2.7
"KS","Barber",20.7,76.8,"Romney",2226,56.1,2.5
"KS","Barton",22.4,76,"Romney",11825,53.6,1.59999999999999
"KS","Bourbon",31.9,65.7,"Romney",5973,33.8,2.39999999999999
"KS","Brown",26.9,70.8,"Romney",3777,43.9,2.3
"KS","Butler",28,69.8,"Romney",24888,41.8,2.2
"KS","Chase",27.8,69.5,"Romney",1200,41.7,2.7
"KS","Chautauqua",17.2,80,"Romney",1460,62.8,2.8
"KS","Cherokee",34.2,63.7,"Romney",8213,29.5,2.09999999999999
"KS","Cheyenne",16.2,81.4,"Romney",1388,65.2,2.39999999999999
"KS","Clark",17.1,79.1,"Romney",962,62,3.80000000000001
"KS","Clay",22.6,75.8,"Romney",3526,53.2,1.60000000000001
"KS","Cloud",24,72.9,"Romney",3837,48.9,3.09999999999999
"KS","Coffey",23,74.5,"Romney",3744,51.5,2.5
"KS","Comanche",15.4,82.6,"Romney",897,67.2,2
"KS","Cowley",33.9,63.7,"Romney",12151,29.8,2.39999999999999
"KS","Crawford",45.5,52,"Romney",14025,6.5,2.5
"KS","Decatur",17.4,79.5,"Romney",1485,62.1,3.09999999999999
"KS","Dickinson",25,72.7,"Romney",7671,47.7,2.3
"KS","Doniphan",26.3,71.1,"Romney",3282,44.8,2.60000000000001
"KS","Douglas",60.5,36.8,"Obama",45040,23.7,2.7
"KS","Edwards",21.3,76.8,"Romney",1339,55.5,1.90000000000001
"KS","Elk",20.4,76.7,"Romney",1317,56.3,2.89999999999999
"KS","Ellis",27.1,70.9,"Romney",12521,43.8,2
"KS","Ellsworth",26,71.2,"Romney",2601,45.2,2.8
"KS","Finney",30.4,67.3,"Romney",7415,36.9,2.3
"KS","Ford",30.5,67.5,"Romney",7927,37,2
"KS","Franklin",33.4,63.8,"Romney",10504,30.4,2.8
"KS","Geary",42,56.4,"Romney",7400,14.4,1.6
"KS","Gove",12.7,84.4,"Romney",1329,71.7,2.89999999999999
"KS","Graham",18.8,79.2,"Romney",1292,60.4,2
"KS","Grant",19.7,78.6,"Romney",2179,58.9,1.7
"KS","Gray",16,82.5,"Romney",1872,66.5,1.5
"KS","Greeley",16.8,81.1,"Romney",651,64.3,2.10000000000001
"KS","Greenwood",24.1,73.4,"Romney",2639,49.3,2.5
"KS","Hamilton",18.6,79.1,"Romney",837,60.5,2.30000000000001
"KS","Harper",23,73.8,"Romney",2259,50.8,3.2
"KS","Harvey",37.4,60.5,"Romney",13514,23.1,2.1
"KS","Haskell",14.9,83.5,"Romney",1333,68.6,1.59999999999999
"KS","Hodgeman",17,81.6,"Romney",1035,64.6,1.40000000000001
"KS","Jackson",34.2,63.5,"Romney",5346,29.3,2.3
"KS","Jefferson",37.3,60.2,"Romney",7530,22.9,2.5
"KS","Jewell",15.2,82.6,"Romney",1445,67.4,2.2
"KS","Johnson",40.1,58,"Romney",263093,17.9,1.9
"KS","Kearny",19.5,79,"Romney",1321,59.5,1.5
"KS","Kingman",22.9,74.1,"Romney",3102,51.2,3
"KS","Kiowa",14.1,85.6,"Romney",1130,71.5,0.300000000000011
"KS","Labette",38.9,59,"Romney",7742,20.1,2.1
"KS","Lane",18.5,79.8,"Romney",902,61.3,1.7
"KS","Leavenworth",38.8,59,"Romney",27897,20.2,2.2
"KS","Lincoln",19.5,78.7,"Romney",1432,59.2,1.8
"KS","Linn",25.8,71.7,"Romney",4187,45.9,2.5
"KS","Logan",14.9,83.3,"Romney",1278,68.4,1.8
"KS","Lyon",42.8,54.7,"Romney",11330,11.9,2.5
"KS","McPherson",28.1,69.6,"Romney",11783,41.5,2.30000000000001
"KS","Marion",25.5,72,"Romney",5236,46.5,2.5
"KS","Marshall",31,66.7,"Romney",4574,35.7,2.3
"KS","Meade",15.4,84.6,"Romney",1648,69.2,0
"KS","Miami",31.7,66.4,"Romney",14361,34.7,1.89999999999999
"KS","Mitchell",19.7,78.4,"Romney",2869,58.7,1.89999999999999
"KS","Montgomery",28.2,69.6,"Romney",11823,41.4,2.2
"KS","Morris",27.9,69.3,"Romney",2455,41.4,2.8
"KS","Morton",14.4,84.2,"Romney",1230,69.8,1.39999999999999
"KS","Nemaha",19.9,78.2,"Romney",4866,58.3,1.89999999999999
"KS","Neosho",31.6,65.9,"Romney",6205,34.3,2.5
"KS","Ness",14.9,84,"Romney",1401,69.1,1.09999999999999
"KS","Norton",17.1,80.8,"Romney",2248,63.7,2.10000000000001
"KS","Osage",32.9,64,"Romney",6564,31.1,3.09999999999999
"KS","Osborne",17.8,80.4,"Romney",1768,62.6,1.8
"KS","Ottawa",19,78.3,"Romney",2808,59.3,2.7
"KS","Pawnee",27.4,70.5,"Romney",2512,43.1,2.09999999999999
"KS","Phillips",14.8,83.4,"Romney",2492,68.6,1.8
"KS","Pottawatomie",24.6,71.9,"Romney",8983,47.3,3.5
"KS","Pratt",26,72.8,"Romney",3704,46.8,1.2
"KS","Rawlins",13,85,"Romney",1391,72,2
"KS","Reno",33,64.5,"Romney",23286,31.5,2.5
"KS","Republic",17.8,79.5,"Romney",2568,61.7,2.7
"KS","Rice",24.8,72.6,"Romney",3530,47.8,2.60000000000001
"KS","Riley",42.4,55.1,"Romney",19744,12.7,2.5
"KS","Rooks",15.2,82.2,"Romney",2557,67,2.59999999999999
"KS","Rush",23.3,74.3,"Romney",1512,51,2.40000000000001
"KS","Russell",18.6,79.8,"Romney",3089,61.2,1.60000000000001
"KS","Saline",32.7,64.9,"Romney",20607,32.2,2.39999999999999
"KS","Scott",13.4,84.3,"Romney",1973,70.9,2.3
"KS","Sedgwick",39,58.7,"Romney",173784,19.7,2.3
"KS","Seward",28.1,70.5,"Romney",4888,42.4,1.40000000000001
"KS","Shawnee",48,49.7,"Romney",73185,1.7,2.3
"KS","Sheridan",12.5,86.1,"Romney",1301,73.6,1.40000000000001
"KS","Sherman",22.1,75.5,"Romney",2542,53.4,2.40000000000001
"KS","Smith",17.4,80.6,"Romney",1943,63.2,2
"KS","Stafford",22,75.4,"Romney",1785,53.4,2.59999999999999
"KS","Stanton",18.9,80.1,"Romney",706,61.2,1
"KS","Stevens",12.1,86.3,"Romney",1965,74.2,1.60000000000001
"KS","Sumner",29.1,68.6,"Romney",8779,39.5,2.30000000000001
"KS","Thomas",17,80.5,"Romney",3305,63.5,2.5
"KS","Trego",18.7,79.7,"Romney",1519,61,1.59999999999999
"KS","Wabaunsee",28.1,69.1,"Romney",3138,41,2.80000000000001
"KS","Wallace",8.7,89.9,"Romney",770,81.2,1.39999999999999
"KS","Washington",18,80.3,"Romney",2815,62.3,1.7
"KS","Wichita",15.9,83.2,"Romney",978,67.3,0.899999999999991
"KS","Wilson",22,76,"Romney",3625,54,2
"KS","Woodson",26.3,71.8,"Romney",1407,45.5,1.90000000000001
"KS","Wyandotte",67.3,30.9,"Obama",48538,36.4,1.8
"KY","Adair",21.8,76.9,"Romney",7501,55.1,1.3
"KY","Allen",25.5,73,"Romney",6992,47.5,1.5
"KY","Anderson",32.1,66.1,"Romney",10137,34,1.80000000000001
"KY","Ballard",30.5,68,"Romney",3836,37.5,1.5
"KY","Barren",32.6,65.9,"Romney",16322,33.3,1.5
"KY","Bath",42.9,55.2,"Romney",4045,12.3,1.9
"KY","Bell",23.5,75.2,"Romney",9351,51.7,1.3
"KY","Boone",29.8,68.4,"Romney",51548,38.6,1.8
"KY","Bourbon",38.9,59.3,"Romney",7767,20.4,1.8
"KY","Boyd",40.8,57.2,"Romney",18659,16.4,2
"KY","Boyle",36.1,62.3,"Romney",12174,26.2,1.6
"KY","Bracken",35.5,62.8,"Romney",3176,27.3,1.7
"KY","Breathitt",31.2,66.3,"Romney",4880,35.1,2.5
"KY","Breckinridge",35.5,63.1,"Romney",7850,27.6,1.4
"KY","Bullitt",31.4,67.1,"Romney",31277,35.7,1.5
"KY","Butler",25.6,73.5,"Romney",5009,47.9,0.900000000000006
"KY","Caldwell",31.6,66.6,"Romney",5756,35,1.80000000000001
"KY","Calloway",35.3,62.7,"Romney",14752,27.4,2
"KY","Campbell",37.5,60.3,"Romney",39320,22.8,2.2
"KY","Carlisle",28.6,70.1,"Romney",2585,41.5,1.30000000000001
"KY","Carroll",44.3,54.3,"Romney",3628,10,1.40000000000001
"KY","Carter",38,59.3,"Romney",8662,21.3,2.7
"KY","Casey",17.8,80.5,"Romney",5990,62.7,1.7
"KY","Christian",37.6,61.4,"Romney",21727,23.8,1
"KY","Clark",33.9,64.4,"Romney",15159,30.5,1.69999999999999
"KY","Clay",15,83.7,"Romney",7287,68.7,1.3
"KY","Clinton",17.1,81.2,"Romney",4321,64.1,1.7
"KY","Crittenden",24.9,73.7,"Romney",3799,48.8,1.39999999999999
"KY","Cumberland",21,77.7,"Romney",2815,56.7,1.3
"KY","Daviess",38.5,59.6,"Romney",41300,21.1,1.9
"KY","Edmonson",29.5,69.3,"Romney",4606,39.8,1.2
"KY","Elliott",49.4,46.9,"Obama",2312,2.5,3.7
"KY","Estill",26.2,72.3,"Romney",5105,46.1,1.5
"KY","Fayette",49.3,48.3,"Obama",122871,1,2.40000000000001
"KY","Fleming",33.1,65.4,"Romney",5691,32.3,1.5
"KY","Floyd",31.8,65.7,"Romney",14517,33.9,2.5
"KY","Franklin",49.4,48.6,"Obama",22880,0.799999999999997,2
"KY","Fulton",41.2,57.4,"Romney",2447,16.2,1.4
"KY","Gallatin",40.5,57.5,"Romney",2996,17,2
"KY","Garrard",23.5,75,"Romney",6971,51.5,1.5
"KY","Grant",32.7,65.8,"Romney",8474,33.1,1.5
"KY","Graves",29.3,69.1,"Romney",15246,39.8,1.60000000000001
"KY","Grayson",29.6,69.1,"Romney",9148,39.5,1.30000000000001
"KY","Green",24,74.8,"Romney",4799,50.8,1.2
"KY","Greenup",39.8,58.4,"Romney",14882,18.6,1.8
"KY","Hancock",44.4,53.5,"Romney",4045,9.1,2.1
"KY","Hardin",38.8,59.6,"Romney",38571,20.8,1.6
"KY","Harlan",17.2,81.2,"Romney",10483,64,1.59999999999999
"KY","Harrison",34.5,63.6,"Romney",7027,29.1,1.9
"KY","Hart",34.5,64.3,"Romney",6539,29.8,1.2
"KY","Henderson",43.5,55.3,"Romney",18387,11.8,1.2
"KY","Henry",38.4,59.8,"Romney",6469,21.4,1.8
"KY","Hickman",32.1,66.9,"Romney",2117,34.8,1
"KY","Hopkins",29.3,69.2,"Romney",19470,39.9,1.5
"KY","Jackson",12.1,86.2,"Romney",4977,74.1,1.7
"KY","Jefferson",54.8,43.7,"Obama",334579,11.1,1.5
"KY","Jessamine",29.1,69,"Romney",20233,39.9,1.90000000000001
"KY","Johnson",19.1,78.5,"Romney",8818,59.4,2.40000000000001
"KY","Kenton",36.8,61.2,"Romney",66304,24.4,2
"KY","Knott",24.9,72.5,"Romney",5550,47.6,2.59999999999999
"KY","Knox",22.4,76.3,"Romney",10951,53.9,1.3
"KY","LaRue",30.1,67.9,"Romney",5644,37.8,2
"KY","Laurel",17.4,81,"Romney",22056,63.6,1.59999999999999
"KY","Lawrence",27.2,71.4,"Romney",5515,44.2,1.39999999999999
"KY","Lee",22.7,75.4,"Romney",2572,52.7,1.89999999999999
"KY","Leslie",8.7,89.7,"Romney",4872,81,1.59999999999999
"KY","Letcher",19.4,77.8,"Romney",8513,58.4,2.8
"KY","Lewis",28.1,69.7,"Romney",4668,41.6,2.2
"KY","Lincoln",28.2,70.1,"Romney",8998,41.9,1.7
"KY","Livingston",29.8,68.5,"Romney",4435,38.7,1.7
"KY","Logan",33,65.6,"Romney",10368,32.6,1.40000000000001
"KY","Lyon",35.8,62.8,"Romney",3785,27,1.40000000000001
"KY","McCracken",32.9,65.4,"Romney",30041,32.5,1.69999999999999
"KY","McCreary",18.7,80,"Romney",5633,61.3,1.3
"KY","McLean",34.1,64.4,"Romney",4137,30.3,1.5
"KY","Madison",34.6,63.4,"Romney",32640,28.8,2.00000000000001
"KY","Magoffin",29.2,69.1,"Romney",4824,39.9,1.7
"KY","Marion",46.7,51.9,"Romney",7218,5.2,1.4
"KY","Marshall",32,66.2,"Romney",15424,34.2,1.8
"KY","Martin",15,83.2,"Romney",3754,68.2,1.8
"KY","Mason",37.7,61,"Romney",6789,23.3,1.3
"KY","Meade",37.8,60.5,"Romney",10728,22.7,1.7
"KY","Menifee",40.3,57.1,"Romney",2532,16.8,2.6
"KY","Mercer",29.9,68.6,"Romney",9786,38.7,1.5
"KY","Metcalfe",34.1,64,"Romney",4101,29.9,1.90000000000001
"KY","Monroe",19.7,79.3,"Romney",4698,59.6,1
"KY","Montgomery",36.1,62.4,"Romney",10099,26.3,1.5
"KY","Morgan",30.6,67.6,"Romney",4390,37,1.80000000000001
"KY","Muhlenberg",37.5,60.9,"Romney",12533,23.4,1.6
"KY","Nelson",41.1,57.6,"Romney",18284,16.5,1.3
"KY","Nicholas",36.7,61.4,"Romney",2531,24.7,1.9
"KY","Ohio",31,67.1,"Romney",9457,36.1,1.90000000000001
"KY","Oldham",30.9,67.5,"Romney",29419,36.6,1.59999999999999
"KY","Owen",33,65.2,"Romney",4472,32.2,1.8
"KY","Owsley",17.9,80.9,"Romney",1562,63,1.19999999999999
"KY","Pendleton",33.6,64.3,"Romney",5415,30.7,2.10000000000001
"KY","Perry",20,78.5,"Romney",10087,58.5,1.5
"KY","Pike",23.9,74.4,"Romney",23234,50.5,1.69999999999999
"KY","Powell",36.5,61.4,"Romney",4346,24.9,2.1
"KY","Pulaski",19.1,79.7,"Romney",25690,60.6,1.2
"KY","Robertson",36.4,61.9,"Romney",919,25.5,1.7
"KY","Rockcastle",17.6,80.9,"Romney",6125,63.3,1.5
"KY","Rowan",45,52.8,"Romney",7473,7.8,2.2
"KY","Russell",18.3,80.3,"Romney",7791,62,1.40000000000001
"KY","Scott",36.6,61.7,"Romney",20211,25.1,1.7
"KY","Shelby",35.6,63.2,"Romney",18424,27.6,1.2
"KY","Simpson",37.4,61.4,"Romney",7005,24,1.2
"KY","Spencer",30.2,67.9,"Romney",8275,37.7,1.89999999999999
"KY","Taylor",30,69,"Romney",10835,39,1
"KY","Todd",29.7,68.8,"Romney",4650,39.1,1.5
"KY","Trigg",31.4,67.1,"Romney",6635,35.7,1.5
"KY","Trimble",38.3,60.3,"Romney",3488,22,1.40000000000001
"KY","Union",32.5,66.1,"Romney",5893,33.6,1.40000000000001
"KY","Warren",38.3,60.1,"Romney",43189,21.8,1.6
"KY","Washington",32,67,"Romney",5164,35,1
"KY","Wayne",25.7,73.4,"Romney",7144,47.7,0.899999999999991
"KY","Webster",32.3,65.9,"Romney",5372,33.6,1.8
"KY","Whitley",20.5,78.3,"Romney",12915,57.8,1.2
"KY","Wolfe",38.1,60.3,"Romney",2518,22.2,1.6
"KY","Woodford",39.6,58.5,"Romney",12101,18.9,1.9
"LA","Acadia",24.4,74.3,"Romney",26490,49.9,1.3
"LA","Allen",28.1,69.8,"Romney",9111,41.7,2.10000000000001
"LA","Ascension",32,66.3,"Romney",50189,34.3,1.7
"LA","Assumption",43.3,55.3,"Romney",10836,12,1.40000000000001
"LA","Avoyelles",35.7,62.6,"Romney",16742,26.9,1.7
"LA","Beauregard",19.9,78.1,"Romney",13938,58.2,2
"LA","Bienville",48.5,50.5,"Romney",7131,2,1
"LA","Bossier",26.7,72,"Romney",47941,45.3,1.3
"LA","Caddo",51.9,47,"Obama",110257,4.9,1.1
"LA","Calcasieu",34.7,63.4,"Romney",80201,28.7,1.9
"LA","Caldwell",21.5,77.2,"Romney",4656,55.7,1.3
"LA","Cameron",10.9,87.1,"Romney",3668,76.2,2
"LA","Catahoula",33.6,65.4,"Romney",4152,31.8,1
"LA","Claiborne",44.8,54.2,"Romney",6663,9.40000000000001,1
"LA","Concordia",40.9,58.1,"Romney",9283,17.2,1
"LA","DeSoto",42.5,56.3,"Romney",12905,13.8,1.2
"LA","East Baton Rouge",51.8,46.6,"Obama",194695,5.2,1.6
"LA","East Carroll",66.3,33.2,"Obama",3366,33.1,0.5
"LA","East Feliciana",45.5,52.9,"Romney",10045,7.4,1.6
"LA","Evangeline",33.8,64.5,"Romney",15506,30.7,1.7
"LA","Franklin",31.3,67.4,"Romney",9215,36.1,1.3
"LA","Grant",16.4,81.7,"Romney",8503,65.3,1.89999999999999
"LA","Iberia",36.3,62.6,"Romney",33019,26.3,1.1
"LA","Iberville",56.1,42.7,"Obama",16819,13.4,1.2
"LA","Jackson",30.6,68.2,"Romney",7437,37.6,1.2
"LA","Jefferson",39.8,58.2,"Romney",172325,18.4,2
"LA","Jeff Davis",25.4,72.9,"Romney",13497,47.5,1.69999999999999
"LA","Lafayette",32.2,65.9,"Romney",96755,33.7,1.89999999999999
"LA","Lafourche",24.6,73.2,"Romney",37875,48.6,2.2
"LA","LaSalle",11.6,87.1,"Romney",6490,75.5,1.30000000000001
"LA","Lincoln",41.9,56.6,"Romney",18678,14.7,1.5
"LA","Livingston",13.8,84.2,"Romney",52936,70.4,2
"LA","Madison",60.8,38.6,"Obama",5154,22.2,0.600000000000001
"LA","Morehouse",46.7,52.3,"Romney",12478,5.59999999999999,1
"LA","Natchitoches",46,52.6,"Romney",17018,6.6,1.4
"LA","Orleans",80.3,17.8,"Obama",154166,62.5,1.9
"LA","Ouachita",38.9,59.8,"Romney",67556,20.9,1.3
"LA","Plaquemines",35.1,63.2,"Romney",10066,28.1,1.7
"LA","Pointe Coupee",44.8,53.9,"Romney",11984,9.1,1.3
"LA","Rapides",34.5,64.1,"Romney",57227,29.6,1.40000000000001
"LA","Red River",46.9,51.7,"Romney",4736,4.8,1.4
"LA","Richland",35.4,63.6,"Romney",11390,28.2,0.999999999999993
"LA","Sabine",21.8,77,"Romney",9929,55.2,1.2
"LA","St. Bernard",36.2,60.9,"Romney",13549,24.7,2.9
"LA","St. Charles",35.1,62.9,"Romney",24830,27.8,2.00000000000001
"LA","St. Helena",59.7,38.9,"Obama",6989,20.8,1.4
"LA","St. James",56.9,42,"Obama",12264,14.9,1.1
"LA","St. John the Baptist",62.4,36.1,"Obama",20798,26.3,1.5
