"state","county","Obama","Romney","winner","total","margin","turnout"
"TN","Claiborne",23.9,74.8,"Romney",10050,50.9,1.3
"TN","Clay",36.8,62,"Romney",2784,25.2,1.2
"TN","Cocke",24.5,73.9,"Romney",11263,49.4,1.59999999999999
"TN","Coffee",30.5,67.6,"Romney",18878,37.1,1.90000000000001
"TN","Crockett",30.4,68.8,"Romney",5451,38.4,0.799999999999997
"TN","Cumberland",24.8,73.9,"Romney",24911,49.1,1.3
"TN","Davidson",58.5,39.8,"Obama",233363,18.7,1.7
"TN","Decatur",30.6,67.6,"Romney",4175,37,1.80000000000001
"TN","DeKalb",33.8,64.5,"Romney",6302,30.7,1.7
"TN","Dickson",34.9,63.3,"Romney",17515,28.4,1.8
"TN","Dyer",27.2,71.9,"Romney",13678,44.7,0.899999999999991
"TN","Fayette",34.2,64.8,"Romney",19365,30.6,1
"TN","Fentress",22.6,76.1,"Romney",6799,53.5,1.30000000000001
"TN","Franklin",34.7,63.7,"Romney",15846,29,1.59999999999999
"TN","Gibson",33.4,65.5,"Romney",19447,32.1,1.09999999999999
"TN","Giles",34.8,64,"Romney",10673,29.2,1.2
"TN","Grainger",23,75.4,"Romney",7137,52.4,1.59999999999999
"TN","Greene",26,72,"Romney",23450,46,2
"TN","Grundy",38.8,59.3,"Romney",4139,20.5,1.90000000000001
"TN","Hamblen",26.1,72.5,"Romney",19744,46.4,1.40000000000001
"TN","Hamilton",41.3,56.1,"Romney",138671,14.8,2.6
"TN","Hancock",23.2,74.6,"Romney",2002,51.4,2.2
"TN","Hardeman",52.5,46.6,"Obama",10343,5.9,0.899999999999999
"TN","Hardin",23.5,75.1,"Romney",10353,51.6,1.40000000000001
"TN","Hawkins",25.7,72.6,"Romney",19462,46.9,1.7
"TN","Haywood",60.4,39.1,"Obama",7527,21.3,0.5
"TN","Henderson",25,73.8,"Romney",9934,48.8,1.2
"TN","Henry",34.1,64.3,"Romney",12524,30.2,1.60000000000001
"TN","Hickman",35.5,62.6,"Romney",7449,27.1,1.9
"TN","Houston",46.3,52.2,"Romney",2979,5.90000000000001,1.5
"TN","Humphreys",42.3,55.8,"Romney",6733,13.5,1.90000000000001
"TN","Jackson",41.6,57,"Romney",4116,15.4,1.4
"TN","Jefferson",24.1,74.2,"Romney",17267,50.1,1.7
"TN","Johnson",23.9,74.4,"Romney",6094,50.5,1.69999999999999
"TN","Knox",34.4,63.6,"Romney",164005,29.2,1.99999999999999
"TN","Lake",42.4,55.7,"Romney",2047,13.3,1.9
"TN","Lauderdale",46.2,53.1,"Romney",8626,6.9,0.699999999999996
"TN","Lawrence",27.8,70.8,"Romney",15007,43,1.40000000000001
"TN","Lewis",30.8,66.4,"Romney",4561,35.6,2.8
"TN","Lincoln",24.8,73.9,"Romney",13074,49.1,1.3
"TN","Loudon",22.9,75.7,"Romney",21758,52.8,1.39999999999999
"TN","McMinn",25.8,72.7,"Romney",17561,46.9,1.5
"TN","McNairy",26.9,71.5,"Romney",9653,44.6,1.59999999999999
"TN","Macon",22.5,76.2,"Romney",6811,53.7,1.3
"TN","Madison",45.1,54,"Romney",40349,8.9,0.899999999999999
"TN","Marion",38,60.2,"Romney",10220,22.2,1.8
"TN","Marshall",34.7,63.6,"Romney",10545,28.9,1.7
"TN","Maury",35.8,62.7,"Romney",32517,26.9,1.5
"TN","Meigs",29.4,68.9,"Romney",3891,39.5,1.69999999999999
"TN","Monroe",26.8,71.8,"Romney",16085,45,1.40000000000001
"TN","Montgomery",43.9,54.4,"Romney",54508,10.5,1.7
"TN","Moore",25.2,73.3,"Romney",2758,48.1,1.5
"TN","Morgan",26.5,71.8,"Romney",6390,45.3,1.7
"TN","Obion",27,71.7,"Romney",12134,44.7,1.3
"TN","Overton",36.6,62.3,"Romney",7574,25.7,1.1
"TN","Perry",37.8,60.2,"Romney",2570,22.4,2
"TN","Pickett",29.1,69.8,"Romney",2418,40.7,1.10000000000001
"TN","Polk",30.6,67.8,"Romney",5964,37.2,1.60000000000001
"TN","Putnam",30.6,67.7,"Romney",25035,37.1,1.7
"TN","Rhea",24.8,73.7,"Romney",10418,48.9,1.5
"TN","Roane",28.5,69.8,"Romney",20733,41.3,1.7
"TN","Robertson",31.5,67.1,"Romney",25930,35.6,1.40000000000001
"TN","Rutherford",36.8,61.6,"Romney",97229,24.8,1.6
"TN","Scott",21.8,76.7,"Romney",6569,54.9,1.5
"TN","Sequatchie",28.9,68.9,"Romney",5029,40,2.19999999999999
"TN","Sevier",21.9,76.7,"Romney",33394,54.8,1.39999999999999
"TN","Shelby",62.6,36.6,"Obama",367737,26,0.799999999999997
"TN","Smith",34.8,63.4,"Romney",6959,28.6,1.8
"TN","Stewart",40.4,57.9,"Romney",5032,17.5,1.7
"TN","Sullivan",25.6,72.7,"Romney",58831,47.1,1.7
"TN","Sumner",28.4,70.4,"Romney",64550,42,1.19999999999999
"TN","Tipton",29.6,69.2,"Romney",23415,39.6,1.2
"TN","Trousdale",42.7,55.5,"Romney",2848,12.8,1.8
"TN","Unicoi",27,71,"Romney",6937,44,2
"TN","Union",25.3,73.5,"Romney",5752,48.2,1.2
"TN","Van Buren",38.1,60.2,"Romney",2259,22.1,1.7
"TN","Warren",36.5,61.6,"Romney",12755,25.1,1.9
"TN","Washington",29.8,68.3,"Romney",47105,38.5,1.90000000000001
"TN","Wayne",21.2,77.5,"Romney",5414,56.3,1.3
"TN","Weakley",28.8,69.7,"Romney",12148,40.9,1.5
"TN","White",30.6,67.8,"Romney",8985,37.2,1.60000000000001
"TN","Williamson",26,72.7,"Romney",92418,46.7,1.3
"TN","Wilson",28.5,70.1,"Romney",50745,41.6,1.40000000000001
"TX","Anderson",23.5,75.7,"Romney",16031,52.2,0.799999999999997
"TX","Andrews",17.7,81.2,"Romney",4430,63.5,1.09999999999999
"TX","Angelina",27.6,71.5,"Romney",28134,43.9,0.900000000000006
"TX","Aransas",28,70.8,"Romney",9532,42.8,1.2
"TX","Archer",12.6,86.5,"Romney",4124,73.9,0.900000000000006
"TX","Armstrong",10.5,88.6,"Romney",926,78.1,0.900000000000006
"TX","Atascosa",40.4,58.7,"Romney",12579,18.3,0.899999999999999
"TX","Austin",19.4,79.6,"Romney",11512,60.2,1
"TX","Bailey",25.7,73.7,"Romney",1802,48,0.599999999999994
"TX","Bandera",19.7,78.7,"Romney",9282,59,1.59999999999999
"TX","Bastrop",40.3,57.3,"Romney",23879,17,2.40000000000001
"TX","Baylor",16.8,81.5,"Romney",1564,64.7,1.7
"TX","Bee",43.8,55.3,"Romney",7805,11.5,0.900000000000006
"TX","Bell",41.2,57.6,"Romney",84684,16.4,1.2
"TX","Bexar",51.6,47,"Obama",504390,4.6,1.4
"TX","Blanco",24.5,73.2,"Romney",4857,48.7,2.3
"TX","Borden",8.8,89.5,"Romney",356,80.7,1.7
"TX","Bosque",18.6,80.1,"Romney",7239,61.5,1.30000000000001
"TX","Bowie",28.8,70.3,"Romney",35024,41.5,0.900000000000006
"TX","Brazoria",32.3,66.4,"Romney",105011,34.1,1.3
"TX","Brazos",31.2,66.5,"Romney",54592,35.3,2.3
"TX","Brewster",45.7,51.1,"Romney",3740,5.4,3.2
"TX","Briscoe",16.7,82.3,"Romney",693,65.6,1
"TX","Brooks",78.5,21.1,"Obama",2393,57.4,0.399999999999999
"TX","Brown",13.7,85.3,"Romney",13798,71.6,1
"TX","Burleson",26.4,72.4,"Romney",6376,46,1.19999999999999
"TX","Burnet",21.9,76.5,"Romney",16500,54.6,1.59999999999999
"TX","Caldwell",43.3,54.4,"Romney",10805,11.1,2.3
"TX","Calhoun",37.2,61.4,"Romney",6655,24.2,1.4
"TX","Callahan",14.5,84.2,"Romney",5127,69.7,1.3
"TX","Cameron",65.7,33.4,"Obama",74114,32.3,0.899999999999999
"TX","Camp",33,66.4,"Romney",4306,33.4,0.599999999999994
"TX","Carson",10.5,88.3,"Romney",2742,77.8,1.2
"TX","Cass",24.8,74.4,"Romney",11668,49.6,0.799999999999997
"TX","Castro",29.7,69.4,"Romney",2100,39.7,0.899999999999991
"TX","Chambers",18.9,80.1,"Romney",14541,61.2,1
"TX","Cherokee",24,75,"Romney",16226,51,1
"TX","Childress",16,83.4,"Romney",1985,67.4,0.599999999999994
"TX","Clay",14.6,84.4,"Romney",5006,69.8,1
"TX","Cochran",27.9,70.7,"Romney",904,42.8,1.39999999999999
"TX","Coke",12.7,86.5,"Romney",1395,73.8,0.799999999999997
"TX","Coleman",12.7,86.3,"Romney",3448,73.6,1
"TX","Collin",33.5,65.1,"Romney",296687,31.6,1.40000000000001
"TX","Collingsworth",15.4,83.7,"Romney",1139,68.3,0.899999999999991
"TX","Colorado",25,74.3,"Romney",8039,49.3,0.700000000000003
"TX","Comal",22.2,76.3,"Romney",50728,54.1,1.5
"TX","Comanche",18.2,80.5,"Romney",4830,62.3,1.3
"TX","Concho",19.4,79.2,"Romney",987,59.8,1.39999999999999
"TX","Cooke",15.7,83.3,"Romney",14141,67.6,1
"TX","Coryell",31.1,67.6,"Romney",16334,36.5,1.30000000000001
"TX","Cottle",24.4,74.8,"Romney",733,50.4,0.799999999999997
"TX","Crane",21.4,76.8,"Romney",1260,55.4,1.8
"TX","Crockett",32.9,65.7,"Romney",1437,32.8,1.39999999999999
"TX","Crosby",35.8,63.3,"Romney",1771,27.5,0.900000000000006
"TX","Culberson",64.6,33.6,"Obama",860,31,1.8
"TX","Dallam",16.5,81.5,"Romney",1501,65,2
"TX","Dallas",57.1,41.7,"Obama",697509,15.4,1.2
"TX","Dawson",27.9,71.2,"Romney",3608,43.3,0.899999999999991
"TX","Deaf Smith",28.8,70.6,"Romney",4281,41.8,0.600000000000009
"TX","Delta",22.5,75.5,"Romney",1978,53,2
"TX","Denton",33.3,65,"Romney",236022,31.7,1.7
"TX","De Witt",22.1,77.2,"Romney",6577,55.1,0.700000000000003
"TX","Dickens",21.2,77.8,"Romney",1009,56.6,1
"TX","Dimmit",73.4,26.1,"Obama",2903,47.3,0.499999999999993
"TX","Donley",14.7,83.9,"Romney",1512,69.2,1.39999999999999
"TX","Duval",76.7,22.5,"Obama",4310,54.2,0.799999999999997
"TX","Eastland",14.9,83.8,"Romney",6413,68.9,1.3
"TX","Ector",25,73.9,"Romney",32031,48.9,1.09999999999999
"TX","Edwards",26.3,72.6,"Romney",873,46.3,1.10000000000001
"TX","Ellis",25.7,73.2,"Romney",53156,47.5,1.09999999999999
"TX","El Paso",65.6,33,"Obama",168790,32.6,1.40000000000001
"TX","Erath",15.8,82.8,"Romney",12290,67,1.40000000000001
"TX","Falls",37.4,61.8,"Romney",5389,24.4,0.800000000000004
"TX","Fannin",23,75.5,"Romney",10625,52.5,1.5
"TX","Fayette",21.9,76.9,"Romney",10409,55,1.19999999999999
"TX","Fisher",31.4,67.2,"Romney",1606,35.8,1.39999999999999
"TX","Floyd",26.4,73,"Romney",2074,46.6,0.599999999999994
"TX","Foard",28.4,70.2,"Romney",486,41.8,1.39999999999999
"TX","Fort Bend",46.1,52.9,"Romney",217071,6.8,1
"TX","Franklin",17.6,81,"Romney",4196,63.4,1.40000000000001
"TX","Freestone",24.4,74.6,"Romney",7492,50.2,1
"TX","Frio",59.9,39.3,"Obama",3935,20.6,0.800000000000004
"TX","Gaines",13.2,85.7,"Romney",4019,72.5,1.09999999999999
"TX","Galveston",35.9,62.8,"Romney",107756,26.9,1.3
"TX","Garza",17.7,81.1,"Romney",1538,63.4,1.2
"TX","Gillespie",16.4,82.2,"Romney",12360,65.8,1.39999999999999
"TX","Glasscock",7.6,91,"Romney",570,83.4,1.40000000000001
"TX","Goliad",32.6,66.5,"Romney",3421,33.9,0.900000000000006
"TX","Gonzales",29.4,69.8,"Romney",5986,40.4,0.799999999999997
"TX","Gray",12,87.2,"Romney",7313,75.2,0.799999999999997
"TX","Grayson",25.3,73.2,"Romney",41572,47.9,1.5
"TX","Gregg",29.8,69.3,"Romney",41001,39.5,0.900000000000006
"TX","Grimes",27.2,71.4,"Romney",8480,44.2,1.39999999999999
"TX","Guadalupe",31.8,66.9,"Romney",48613,35.1,1.3
"TX","Hale",25.4,73.2,"Romney",8645,47.8,1.39999999999999
"TX","Hall",23.9,75.1,"Romney",1097,51.2,1
"TX","Hamilton",16.6,82.2,"Romney",3509,65.6,1.2
"TX","Hansford",8.1,91.2,"Romney",1945,83.1,0.700000000000003
"TX","Hardeman",20.2,78.7,"Romney",1478,58.5,1.09999999999999
"TX","Hardin",15.8,83.3,"Romney",21102,67.5,0.900000000000006
"TX","Harris",49.4,49.3,"Obama",1170317,0.100000000000001,1.3
"TX","Harrison",32.3,66.9,"Romney",25902,34.6,0.799999999999997
"TX","Hartley",9.6,89.3,"Romney",1883,79.7,1.10000000000001
"TX","Haskell",27.5,70.9,"Romney",1973,43.4,1.59999999999999
"TX","Hays",43.3,53.7,"Romney",57025,10.4,3
"TX","Hemphill",12.7,86,"Romney",1490,73.3,1.3
"TX","Henderson",22.1,76.9,"Romney",27296,54.8,1
"TX","Hidalgo",70.4,28.6,"Obama",137665,41.8,0.999999999999993
"TX","Hill",22.8,75.9,"Romney",11873,53.1,1.3
"TX","Hockley",20.8,77.9,"Romney",7025,57.1,1.3
"TX","Hood",17.1,81.7,"Romney",22170,64.6,1.2
"TX","Hopkins",21.8,77.2,"Romney",12609,55.4,1
"TX","Houston",27.5,71.8,"Romney",8074,44.3,0.700000000000003
"TX","Howard",20.3,78.5,"Romney",5074,58.2,1.2
"TX","Hudspeth",44,54.7,"Romney",850,10.7,1.3
"TX","Hunt",23.8,75,"Romney",27634,51.2,1.2
"TX","Hutchinson",13.2,85.9,"Romney",7839,72.7,0.899999999999991
"TX","Irion",14.2,84.8,"Romney",780,70.6,1
"TX","Jack",10.4,88.8,"Romney",2883,78.4,0.799999999999997
"TX","Jackson",21.3,77.8,"Romney",4971,56.5,0.900000000000006
"TX","Jasper",25.3,73.7,"Romney",13326,48.4,1
"TX","Jeff Davis",37,60.4,"Romney",1157,23.4,2.6
"TX","Jefferson",50.4,48.8,"Obama",87840,1.6,0.800000000000004
"TX","Jim Hogg",78,21.4,"Obama",1657,56.6,0.600000000000001
"TX","Jim Wells",58.2,41.2,"Obama",11087,17,0.599999999999994
"TX","Johnson",21.5,77.1,"Romney",48090,55.6,1.40000000000001
"TX","Jones",22,76.6,"Romney",5483,54.6,1.40000000000001
"TX","Karnes",31.7,67.5,"Romney",4147,35.8,0.799999999999997
"TX","Kaufman",27.3,71.7,"Romney",34255,44.4,1
"TX","Kendall",17.1,81.6,"Romney",17502,64.5,1.30000000000001
"TX","Kenedy",49.4,50,"Romney",165,0.600000000000001,0.600000000000001
"TX","Kent",16.3,82.7,"Romney",400,66.4,1
"TX","Kerr",19.8,79,"Romney",21550,59.2,1.2
"TX","Kimble",11.5,88.2,"Romney",1884,76.7,0.299999999999997
"TX","King",3.4,95.9,"Romney",144,92.5,0.699999999999989
"TX","Kinney",36.6,61.8,"Romney",1402,25.2,1.6
"TX","Kleberg",53.4,45.6,"Obama",8808,7.8,1
"TX","Knox",22,76.8,"Romney",1492,54.8,1.2
"TX","Lamar",24.3,74.6,"Romney",16987,50.3,1.10000000000001
"TX","Lamb",24.4,74.7,"Romney",4054,50.3,0.899999999999991
"TX","Lampasas",20.4,78.2,"Romney",7040,57.8,1.39999999999999
"TX","La Salle",58.6,40.6,"Obama",1634,18,0.799999999999997
"TX","La Vaca",17.2,82,"Romney",8215,64.8,0.799999999999997
"TX","Lee",26.2,72.5,"Romney",6134,46.3,1.3
"TX","Leon",15.3,83.7,"Romney",6873,68.4,1
"TX","Liberty",22.9,76.2,"Romney",22500,53.3,0.899999999999991
"TX","Limestone",29.2,69.9,"Romney",7496,40.7,0.899999999999991
"TX","Lipscomb",10.2,89.4,"Romney",1163,79.2,0.399999999999991
"TX","Live Oak",22.3,76.8,"Romney",4068,54.5,0.900000000000006
"TX","Llano",19.1,79.6,"Romney",9378,60.5,1.30000000000001
"TX","Loving",14.1,84.4,"Romney",63,70.3,1.5
"TX","Lubbock",28.8,69.7,"Romney",89221,40.9,1.5
"TX","Lynn",25.1,74.4,"Romney",1841,49.3,0.5
"TX","Madison",24,75.2,"Romney",3992,51.2,0.799999999999997
"TX","Marion",34.8,63.9,"Romney",4217,29.1,1.3
"TX","Martin",15.5,84,"Romney",1585,68.5,0.5
"TX","Mason",19.3,79.5,"Romney",1942,60.2,1.2
"TX","Matagorda",32.8,66.3,"Romney",11998,33.5,0.900000000000006
"TX","Maverick",78.6,20.6,"Obama",10473,58,0.800000000000004
"TX","McCulloch",17.9,80.8,"Romney",2956,62.9,1.3
"TX","McLennan",34.5,64.3,"Romney",73573,29.8,1.2
"TX","McMullen",13.2,85.8,"Romney",503,72.6,1
"TX","Medina",29.8,69.1,"Romney",15776,39.3,1.10000000000001
"TX","Menard",20.1,78.4,"Romney",833,58.3,1.5
"TX","Midland",18.6,80.1,"Romney",43675,61.5,1.30000000000001
"TX","Milam",32,66.6,"Romney",8110,34.6,1.40000000000001
"TX","Mills",12.7,85.7,"Romney",2161,73,1.59999999999999
"TX","Mitchell",23.2,75.9,"Romney",2290,52.7,0.899999999999991
"TX","Montague",14.4,84.5,"Romney",7655,70.1,1.09999999999999
"TX","Montgomery",19,79.7,"Romney",170674,60.7,1.3
"TX","Moore",19.3,79.6,"Romney",4930,60.3,1.10000000000001
"TX","Morris",36.2,62.9,"Romney",5082,26.7,0.899999999999999
"TX","Motley",9.2,89.8,"Romney",593,80.6,1
"TX","Nacogdoches",31.3,67.5,"Romney",20351,36.2,1.2
"TX","Navarro",28.4,70.8,"Romney",15186,42.4,0.799999999999997
"TX","Newton",27.8,71.1,"Romney",6120,43.3,1.10000000000001
"TX","Nolan",26.6,71.8,"Romney",4493,45.2,1.60000000000001
"TX","Nueces",47.7,50.9,"Romney",94445,3.2,1.4
"TX","Ochiltree",8.5,90.9,"Romney",2971,82.4,0.599999999999994
"TX","Oldham",8.2,90.9,"Romney",857,82.7,0.899999999999991
"TX","Orange",22.3,76.6,"Romney",30158,54.3,1.10000000000001
"TX","Palo Pinto",19.4,79.2,"Romney",9202,59.8,1.39999999999999
"TX","Panola",21.6,77.7,"Romney",10152,56.1,0.700000000000003
"TX","Parker",16.5,82.3,"Romney",46784,65.8,1.2
"TX","Parmer",20.7,78.8,"Romney",2533,58.1,0.5
"TX","Pecos",38.4,60.6,"Romney",4103,22.2,1
"TX","Polk",25.4,73.6,"Romney",18855,48.2,1
"TX","Potter",26.9,71.6,"Romney",26019,44.7,1.5
"TX","Presidio",70.4,27.9,"Obama",1777,42.5,1.7
"TX","Rains",18.5,80.3,"Romney",4019,61.8,1.2
"TX","Randall",15.2,83.4,"Romney",48919,68.2,1.39999999999999
"TX","Reagan",18.7,80.2,"Romney",834,61.5,1.09999999999999
"TX","Real",18.1,80.6,"Romney",1513,62.5,1.30000000000001
"TX","Red River",29.2,69.9,"Romney",5031,40.7,0.899999999999991
"TX","Reeves",57.5,41.3,"Obama",2834,16.2,1.2
"TX","Refugio",37.3,62.1,"Romney",2657,24.8,0.600000000000001
"TX","Roberts",5.7,92.9,"Romney",433,87.2,1.39999999999999
"TX","Robertson",38.4,60.7,"Romney",7208,22.3,0.899999999999999
"TX","Rockwall",22.8,76,"Romney",35210,53.2,1.2
"TX","Runnels",14.1,84.7,"Romney",3620,70.6,1.2
"TX","Rusk",24,75.1,"Romney",18375,51.1,0.900000000000006
"TX","Sabine",17.6,81.5,"Romney",4532,63.9,0.900000000000006
"TX","San Augustine",32.3,66.9,"Romney",3662,34.6,0.799999999999997
"TX","San Jacinto",25.1,73.9,"Romney",9515,48.8,1
"TX","San Patricio",39.1,59.8,"Romney",19848,20.7,1.1
"TX","San Saba",14.3,84.4,"Romney",2228,70.1,1.3
"TX","Schleicher",21.8,77.3,"Romney",1001,55.5,0.900000000000006
"TX","Scurry",16.7,82.1,"Romney",4958,65.4,1.2
"TX","Shackelford",9.6,89.4,"Romney",1349,79.8,1
"TX","Shelby",25,74.2,"Romney",9188,49.2,0.799999999999997
"TX","Sherman",11.7,87.5,"Romney",1029,75.8,0.799999999999997
"TX","Smith",26.1,73,"Romney",83959,46.9,0.900000000000006
"TX","Somervell",17.4,81.5,"Romney",3467,64.1,1.09999999999999
"TX","Starr",86.4,13,"Obama",11788,73.4,0.599999999999994
"TX","Stephens",13.9,84.9,"Romney",3366,71,1.19999999999999
"TX","Sterling",6.3,92.9,"Romney",490,86.6,0.799999999999997
"TX","Stonewall",23.7,75.1,"Romney",667,51.4,1.2
"TX","Sutton",24.8,74.5,"Romney",1479,49.7,0.700000000000003
"TX","Swisher",25.6,73,"Romney",2233,47.4,1.40000000000001
"TX","Tarrant",41.4,57.1,"Romney",601475,15.7,1.5
"TX","Taylor",22.5,76.1,"Romney",42578,53.6,1.40000000000001
"TX","Terrell",33.3,64.7,"Romney",542,31.4,2
"TX","Terry",28.6,70.2,"Romney",3661,41.6,1.2
"TX","Throckmorton",13.4,86.1,"Romney",809,72.7,0.5
"TX","Titus",30,69,"Romney",8700,39,1
"TX","Tom Green",25.3,73.2,"Romney",35995,47.9,1.5
"TX","Travis",60.2,36.2,"Obama",371043,24,3.59999999999999
"TX","Trinity",25.9,72.8,"Romney",6151,46.9,1.3
"TX","Tyler",21.8,77.3,"Romney",7548,55.5,0.900000000000006
"TX","Upshur",19.6,79.4,"Romney",14901,59.8,1
"TX","Upton",25.6,73.3,"Romney",1284,47.7,1.10000000000001
"TX","Uvalde",45.4,53.7,"Romney",8350,8.3,0.899999999999999
"TX","Val Verde",52.1,46.6,"Obama",11879,5.5,1.3
"TX","Van Zandt",16.2,82.8,"Romney",18873,66.6,1
"TX","Victoria",30.5,68.3,"Romney",28479,37.8,1.2
"TX","Walker",35.1,63.5,"Romney",14852,28.4,1.40000000000001
"TX","Waller",40.8,58.3,"Romney",15559,17.5,0.900000000000006
"TX","Ward",25.8,73,"Romney",3200,47.2,1.2
"TX","Washington",23.5,75.5,"Romney",14228,52,1
"TX","Webb",76.6,22.6,"Obama",48666,54,0.800000000000004
"TX","Wharton",30.1,69.2,"Romney",13985,39.1,0.700000000000003
"TX","Wheeler",10.9,88.3,"Romney",2110,77.4,0.799999999999997
"TX","Wichita",25.6,72.7,"Romney",40246,47.1,1.7
"TX","Wilbarger",24.4,74.3,"Romney",3927,49.9,1.3
"TX","Willacy",71.1,28,"Obama",5010,43.1,0.900000000000006
"TX","Williamson",37.9,59.5,"Romney",158722,21.6,2.6
"TX","Wilson",28,71,"Romney",17024,43,1
"TX","Winkler",22.8,76.3,"Romney",1729,53.5,0.900000000000006
"TX","Wise",15.6,83,"Romney",20397,67.4,1.40000000000001
"TX","Wood",17.4,81.6,"Romney",17369,64.2,1
"TX","Yoakum",19.2,79.8,"Romney",2107,60.6,1
"TX","Young",13.6,85.1,"Romney",7217,71.5,1.30000000000001
"TX","Zapata",71.3,28.1,"Obama",3510,43.2,0.600000000000001
"TX","Zavala",83.3,15.7,"Obama",3616,67.6,1
"VA","Accomack",47.8,51.3,"Romney",15865,3.5,0.900000000000006
"VA","Albemarle",55.3,43.3,"Obama",52975,12,1.40000000000001
"VA","Alleghany",47.5,50.2,"Romney",6998,2.7,2.3
"VA","Amelia",36.1,62.8,"Romney",6812,26.7,1.1
"VA","Amherst",39.5,59.3,"Romney",14763,19.8,1.2
"VA","Appomattox",31,67.4,"Romney",7793,36.4,1.59999999999999
"VA","Arlington",69.2,29.4,"Obama",115611,39.8,1.4
"VA","Augusta",28.1,70.3,"Romney",33062,42.2,1.60000000000001
"VA","Bath",40.3,57.4,"Romney",2168,17.1,2.3
"VA","Bedford",26.8,71.9,"Romney",40206,45.1,1.3
"VA","Bland",25,73,"Romney",2879,48,2
"VA","Botetourt",29.9,68.5,"Romney",17920,38.6,1.59999999999999
"VA","Brunswick",62.2,36.9,"Obama",7958,25.3,0.899999999999999
"VA","Buchanan",32.1,66.8,"Romney",9530,34.7,1.10000000000001
"VA","Buckingham",50.3,47.9,"Obama",7316,2.4,1.8
"VA","Campbell",29.6,69,"Romney",25278,39.4,1.40000000000001
"VA","Caroline",53.4,45.2,"Obama",13406,8.2,1.4
"VA","Carroll",28.4,67.8,"Romney",11851,39.4,3.8
"VA","Charles City",65.8,33.1,"Obama",4168,32.7,1.1
"VA","Charlotte",42.4,56.1,"Romney",5813,13.7,1.5
"VA","Chesterfield",45.8,52.9,"Romney",170128,7.1,1.3
"VA","Clarke",41.9,55.6,"Romney",7532,13.7,2.5
"VA","Craig",31.2,66,"Romney",2587,34.8,2.8
"VA","Culpeper",41,57.4,"Romney",19812,16.4,1.6
"VA","Cumberland",48.1,50.4,"Romney",4960,2.3,1.5
"VA","Dickenson",35.9,62.1,"Romney",6746,26.2,1.99999999999999
"VA","Dinwiddie",48.2,50.7,"Romney",13194,2.5,1.09999999999999
"VA","Essex",53.1,45.9,"Obama",5611,7.2,1
"VA","Fairfax",59.3,39.5,"Obama",434621,19.8,1.2
"VA","Fauquier",39.3,59.3,"Romney",34846,20,1.40000000000001
"VA","Floyd",35.8,61.3,"Romney",7403,25.5,2.90000000000001
"VA","Fluvanna",46.3,52.5,"Romney",12563,6.2,1.2
"VA","Franklin",34.1,62.6,"Romney",25767,28.5,3.3
"VA","Frederick",35,63,"Romney",35534,28,2
"VA","Giles",36.2,61.8,"Romney",7390,25.6,2
"VA","Gloucester",35.1,63.1,"Romney",18901,28,1.8
"VA","Goochland",35.2,63.6,"Romney",13124,28.4,1.2
"VA","Grayson",29.3,67.2,"Romney",6895,37.9,3.5
"VA","Greene",36.5,61.8,"Romney",8842,25.3,1.7
"VA","Greensville",63.7,35.9,"Obama",4901,27.8,0.399999999999999
"VA","Halifax",46.6,52.2,"Romney",16459,5.6,1.2
"VA","Hanover",31,67.7,"Romney",58203,36.7,1.3
"VA","Henrico",55.3,43.6,"Obama",159351,11.7,1.1
"VA","Henry",41.4,56.1,"Romney",24292,14.7,2.5
"VA","Highland",32.5,65.5,"Romney",1383,33,2
"VA","Isle of Wight",42.1,56.8,"Romney",20551,14.7,1.1
"VA","James City",43.4,55.5,"Romney",40684,12.1,1.1
"VA","King and Queen",47.8,51.1,"Romney",3606,3.3,1.1
"VA","King George",39.7,58.5,"Romney",11079,18.8,1.8
"VA","King William",37.5,61.4,"Romney",8771,23.9,1.1
"VA","Lancaster",44.6,53.2,"Romney",6893,8.6,2.2
"VA","Lee",27,71.4,"Romney",9438,44.4,1.59999999999999
"VA","Loudoun",51.6,47.1,"Obama",156694,4.5,1.3
"VA","Louisa",42.4,56.1,"Romney",16156,13.7,1.5
"VA","Lunenburg",46.9,51.9,"Romney",5653,5,1.2
"VA","Madison",40,58.6,"Romney",6501,18.6,1.4
"VA","Mathews",33.7,65,"Romney",5295,31.3,1.3
"VA","Mecklenburg",45.8,53,"Romney",14641,7.2,1.2
"VA","Middlesex",39.1,59.7,"Romney",5989,20.6,1.2
"VA","Montgomery",48.6,48.9,"Romney",39909,0.299999999999997,2.5
"VA","Nelson",50.7,48,"Obama",8115,2.7,1.3
"VA","New Kent",32.5,66.2,"Romney",10801,33.7,1.3
"VA","Northampton",57.7,41.3,"Obama",6413,16.4,1
"VA","Northumberland",42.2,57.1,"Romney",7494,14.9,0.699999999999996
"VA","Nottoway",48.9,49.8,"Romney",6753,0.899999999999999,1.3
"VA","Orange",42.1,56.6,"Romney",16114,14.5,1.3
"VA","Page",36.5,62.2,"Romney",10068,25.7,1.3
"VA","Patrick",29.3,68.2,"Romney",8039,38.9,2.5
"VA","Pittsylvania",35.5,63,"Romney",30130,27.5,1.5
"VA","Powhatan",26.3,72.4,"Romney",15258,46.1,1.3
"VA","Prince Edward",55.6,42.8,"Obama",9084,12.8,1.6
"VA","Prince George",44.7,54.4,"Romney",17021,9.7,0.899999999999999
